id,ping,download,upload,server_id,server_name,server_host,url,scheduled,failed,created_at,updated_at
1,40.62,114.970456,355.199752,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/1978fbc7-6a98-4714-9842-e512774c5973,0,0,"2022-01-18 00:46:49","2022-01-18 00:46:49"
2,37.186,29.843136,359.453736,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/d67130d9-c644-4752-8042-c7446fa5f2ee,1,0,"2022-01-18 00:48:31","2022-01-18 00:48:31"
3,39.523,69.039376,359.687384,29122,"i3 Broadband",speedtest.fullchannel.net:8080,https://www.speedtest.net/result/c/20e86f4b-8845-47d1-a5d1-0feea62125c5,1,0,"2022-01-18 00:49:32","2022-01-18 00:49:32"
4,86.198,16.920424,370.41608,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/dddaa3bd-cd07-4138-aead-06e7f0d2149b,1,0,"2022-01-18 00:50:34","2022-01-18 00:50:34"
5,44.125,30.10836,352.020968,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/99a165f3-9bc0-44dc-8cda-3a7ebdcb4552,1,0,"2022-01-18 00:51:31","2022-01-18 00:51:31"
6,38.196,20.25608,358.150536,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/68652729-1d50-4eb9-b482-80503a81154f,1,0,"2022-01-18 00:52:29","2022-01-18 00:52:29"
7,64.577,30.424656,359.69384,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/33ae32af-1e23-4498-9d28-aead69df3225,1,0,"2022-01-18 00:53:30","2022-01-18 00:53:30"
8,78.175,22.421416,362.159168,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/dd317e7d-7f65-4809-aa40-9191fe84c343,0,0,"2022-01-18 00:58:51","2022-01-18 00:58:51"
9,41.127,28.935448,358.897048,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/c1319458-1f54-48d8-9369-e4cf60bede3d,1,0,"2022-01-18 01:02:31","2022-01-18 01:02:31"
10,47.546,38.292376,355.443728,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/d597d5a1-a375-4e48-b3e8-2c81a2106160,1,0,"2022-01-18 01:04:34","2022-01-18 01:04:34"
11,45.862,51.446216,362.139192,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/8baeb498-dfd1-4a8f-ade2-1c7149796bb5,0,0,"2022-01-18 01:05:08","2022-01-18 01:05:08"
12,48.799,32.656328,357.8954,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/fdbe02ce-c7a9-4799-9514-edc348bc1b76,1,0,"2022-01-18 01:06:32","2022-01-18 01:06:32"
13,62.493,75.080048,355.255056,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/adc9d1bc-e5df-4c38-95c0-37cd3c2d1d14,1,0,"2022-01-18 01:08:31","2022-01-18 01:08:31"
14,84.385,12.804072,358.256328,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/286e2e15-440b-4404-b154-aebeecc8f06f,1,0,"2022-01-18 01:10:34","2022-01-18 01:10:34"
15,85.977,17.87864,355.419744,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/fbfcf3a2-8c6c-4fd4-bb79-5fc4f2ac9667,1,0,"2022-01-18 01:12:38","2022-01-18 01:12:38"
16,94.996,12.602024,354.217056,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/c275de4e-882d-47b0-aa58-6375dfc34cba,1,0,"2022-01-18 01:14:34","2022-01-18 01:14:34"
17,72.417,6.031152,359.180216,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/8c17d7e7-d383-4891-b36b-03a254b1f19c,1,0,"2022-01-18 01:16:31","2022-01-18 01:16:31"
18,43.413,5.38832,363.19792,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/6fccc8d3-9d70-4e93-a27d-9b93696b5fa8,1,0,"2022-01-18 01:18:33","2022-01-18 01:18:33"
19,49.696,14.791552,363.518848,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/b129f5a5-250c-4056-b3a5-7289b936419a,1,0,"2022-01-18 01:20:35","2022-01-18 01:20:35"
20,36.792,8.0948,354.407392,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/ea88001c-bf8f-4286-9b51-0f64d5449ae7,1,0,"2022-01-18 01:22:34","2022-01-18 01:22:34"
21,46.459,8.162672,358.612688,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/6b722bfc-dc1f-448f-a3c3-ebbf265d5e74,1,0,"2022-01-18 01:24:36","2022-01-18 01:24:36"
22,48.924,6.728128,356.567344,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/ceac3696-be2b-492e-9a25-5139f641c605,1,0,"2022-01-18 01:26:32","2022-01-18 01:26:32"
23,53.473,16.571528,361.289432,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/8b502b30-0e42-4f7b-a732-12e65fc35fd3,1,0,"2022-01-18 01:28:30","2022-01-18 01:28:30"
24,40.339,10.34952,356.915832,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/fa47070d-0f70-49d1-b157-8ba15c48df8f,1,0,"2022-01-18 01:30:36","2022-01-18 01:30:36"
25,55.181,7.517384,359.653768,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/b3b83b94-006f-41a1-a35d-b05af80f8223,1,0,"2022-01-18 01:32:31","2022-01-18 01:32:31"
26,43.578,7.613968,356.30628,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/ddd7acd5-774a-466d-b2c0-436cb9286db7,1,0,"2022-01-18 01:34:30","2022-01-18 01:34:30"
27,46.537,7.255336,360.0668,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/808de40e-5165-4851-be2e-cc2ce57dec17,1,0,"2022-01-18 01:36:31","2022-01-18 01:36:31"
28,52.59,6.09652,359.219488,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/a3ad2112-5c1a-45a4-a07a-9c994669deb3,1,0,"2022-01-18 01:38:34","2022-01-18 01:38:34"
29,48.185,5.50504,351.466008,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/e291579e-f535-4a68-af5f-2a3848af7681,1,0,"2022-01-18 01:40:25","2022-01-18 01:40:25"
30,92.028,4.763704,189.008528,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/e5d3e21c-1135-405b-8eab-20eea3a5af28,1,0,"2022-01-18 01:42:36","2022-01-18 01:42:36"
31,43.824,5.086736,359.857296,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/82f71dc7-0ac8-45a6-b376-dc8ebedab5be,1,0,"2022-01-18 01:44:36","2022-01-18 01:44:36"
32,34.453,7.269128,360.308072,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/605f8c95-269c-40ec-8bbf-0fda7910f1d9,1,0,"2022-01-18 01:46:31","2022-01-18 01:46:31"
33,46.73,6.494728,362.50732,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/7332013c-4433-4aef-940e-deb3a3e54728,1,0,"2022-01-18 01:48:37","2022-01-18 01:48:37"
34,0.0,0.0,0.0,,,,,1,1,"2022-01-18 01:50:10","2022-01-18 01:50:10"
35,99.671,4.292752,359.160744,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/8e9ece6f-25e7-42f7-81e3-86f3f3a4058a,1,0,"2022-01-18 01:52:35","2022-01-18 01:52:35"
36,51.521,6.160168,354.94788,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/3150ce16-9a72-450b-b2c6-5dc8d483f87a,1,0,"2022-01-18 01:54:35","2022-01-18 01:54:35"
37,110.17,10.589416,359.536376,16614,"Cox - New England",speedtest.rd.ri.cox.net:8080,https://www.speedtest.net/result/c/af3484a2-8c3d-4aa8-9c80-0e3f9d44755b,1,0,"2022-01-18 01:56:35","2022-01-18 01:56:35"
38,42.887,7.285824,357.667952,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/bf15ca93-16d7-4671-b2ae-5b9641042ec5,1,0,"2022-01-18 01:58:33","2022-01-18 01:58:33"
39,55.153,4.1164,347.294872,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/e61202aa-2af0-4882-bdaa-a62ef7f8d9cb,1,0,"2022-01-18 02:00:34","2022-01-18 02:00:34"
40,51.951,6.507168,355.091432,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/be221a1f-3f01-4651-acd2-fe4ed7bcd909,1,0,"2022-01-18 02:02:34","2022-01-18 02:02:34"
41,51.696,3.768264,362.247272,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/d22dca8d-94c9-44e5-bce2-2a816d30b0f7,1,0,"2022-01-18 02:04:27","2022-01-18 02:04:27"
42,44.045,4.077984,359.057304,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/fb63caba-c81b-41be-aaa4-850c228d13ca,1,0,"2022-01-18 02:06:32","2022-01-18 02:06:32"
43,50.032,5.842872,352.512184,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/5fc1c49d-21aa-4128-9904-3fd4e70214c3,1,0,"2022-01-18 02:08:36","2022-01-18 02:08:36"
44,54.793,4.500288,361.538408,12530,"Granite State Communications",gstnetworks.net:8080,https://www.speedtest.net/result/c/b154f328-dc70-430e-8f90-2d94e4d650a9,1,0,"2022-01-18 02:10:35","2022-01-18 02:10:35"
45,49.449,4.76792,364.205384,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/31f2293c-1fd1-4222-92cc-76821a23c91a,1,0,"2022-01-18 02:12:38","2022-01-18 02:12:38"
46,49.048,8.397256,358.64212,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/4542cbab-e40a-4b8d-a6ab-2a407789e2fc,1,0,"2022-01-18 02:14:37","2022-01-18 02:14:37"
47,82.749,5.19184,361.573288,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/22f071f3-272c-43a4-8f33-3b4a5aa7f97c,1,0,"2022-01-18 02:16:37","2022-01-18 02:16:37"
48,51.508,11.969232,360.063552,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/d1c169c8-5544-4fdf-bd81-3309061716ad,1,0,"2022-01-18 02:18:33","2022-01-18 02:18:33"
49,48.876,10.696312,358.754256,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/c999c8b5-de55-4494-be05-d708f52f43d0,1,0,"2022-01-18 02:20:34","2022-01-18 02:20:34"
50,102.584,3.73084,360.394968,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/925bc9ab-d288-45d2-87c1-0f7beb7aa70b,1,0,"2022-01-18 02:22:36","2022-01-18 02:22:36"
51,54.839,3.893584,228.190176,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/ad8d51de-b63f-4ea8-9e8b-e6fc79b0cd50,1,0,"2022-01-18 02:24:38","2022-01-18 02:24:38"
52,53.817,8.041472,357.928328,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/6a087cef-eccf-4565-88cd-af7eb9e8aa2b,1,0,"2022-01-18 02:26:35","2022-01-18 02:26:35"
53,48.613,7.995376,357.186136,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/a4d0789f-16cc-45ae-af2b-0d0905671eac,1,0,"2022-01-18 02:28:35","2022-01-18 02:28:35"
54,51.548,9.45956,361.453184,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/a4b81a87-da4c-40f0-bb05-4bdcf707bab2,1,0,"2022-01-18 02:30:37","2022-01-18 02:30:37"
55,48.641,5.019752,361.758256,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/17ad842f-d27b-474b-a1c3-2f8734c8fc2f,1,0,"2022-01-18 02:32:37","2022-01-18 02:32:37"
56,53.885,9.067512,352.439552,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/fd998604-d05d-43bf-8ca1-701a484bda09,1,0,"2022-01-18 02:34:33","2022-01-18 02:34:33"
57,50.793,5.711656,355.382392,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/01d52701-d8dd-4b2a-a998-8fc50eb23852,1,0,"2022-01-18 02:36:32","2022-01-18 02:36:32"
58,51.137,4.085256,363.845784,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/65395d5d-55bd-46bd-bef1-3bd9bc81ff30,1,0,"2022-01-18 02:38:35","2022-01-18 02:38:35"
59,43.837,4.779192,348.553968,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/df4447f2-470e-4efe-a9e2-9deccaf12426,1,0,"2022-01-18 02:40:35","2022-01-18 02:40:35"
60,48.253,3.90188,361.633616,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/66e453cf-21ad-4369-920b-bbfbd2f9b782,1,0,"2022-01-18 02:42:31","2022-01-18 02:42:31"
61,91.117,8.457472,359.027776,12530,"Granite State Communications",gstnetworks.net:8080,https://www.speedtest.net/result/c/0843db3b-1ab7-4305-9428-95645d08e255,1,0,"2022-01-18 02:44:30","2022-01-18 02:44:30"
62,53.884,13.937288,357.05856,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/6391f25b-07aa-4098-8515-d4132e122f30,1,0,"2022-01-18 02:46:37","2022-01-18 02:46:37"
63,45.331,16.025848,356.664472,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/58bc8f68-d2e2-48a1-b140-cb1b86931547,1,0,"2022-01-18 02:48:34","2022-01-18 02:48:34"
64,51.838,7.299096,354.333472,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/0a883687-657e-4647-898c-2d1030e04579,1,0,"2022-01-18 02:50:27","2022-01-18 02:50:27"
65,75.866,12.43396,356.821568,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/9710406f-588b-427f-9867-dffc2f41305c,1,0,"2022-01-18 02:52:36","2022-01-18 02:52:36"
66,51.407,7.701376,361.022072,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/a6c0d6af-2aff-437b-a8ad-6ad4a7594682,1,0,"2022-01-18 02:54:32","2022-01-18 02:54:32"
67,50.574,8.355456,355.481896,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/75d1f0aa-8356-4543-a0f2-406096bea801,1,0,"2022-01-18 02:56:34","2022-01-18 02:56:34"
68,46.373,10.68196,357.995544,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/1ed5c5ba-2b91-4b04-9c4e-f5c25aec312d,1,0,"2022-01-18 02:58:32","2022-01-18 02:58:32"
69,51.841,10.407664,357.331456,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/c2fc6518-f748-426a-9cc1-747e8c5ad4d8,1,0,"2022-01-18 03:00:35","2022-01-18 03:00:35"
70,47.46,14.631104,332.033368,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/df767991-864d-4684-b452-54828b275ec3,1,0,"2022-01-18 03:02:34","2022-01-18 03:02:34"
71,44.331,8.411464,356.79024,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/7c9b7e6d-7183-4612-88ef-855217603ff5,1,0,"2022-01-18 03:04:34","2022-01-18 03:04:34"
72,53.064,9.343,357.657376,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/e83ba82c-cf92-4feb-b892-393cdc2a2005,1,0,"2022-01-18 03:06:34","2022-01-18 03:06:34"
73,77.755,12.959968,363.92768,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/840026eb-b991-4ab0-8d31-adbdd50505eb,1,0,"2022-01-18 03:08:37","2022-01-18 03:08:37"
74,50.38,8.612816,361.201288,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/a9c63964-0440-4563-b5e4-43832e9aefa7,1,0,"2022-01-18 03:10:31","2022-01-18 03:10:31"
75,49.095,12.783752,355.497696,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/e467fe97-0f3e-4258-ba9f-f3542dc83b46,1,0,"2022-01-18 03:12:37","2022-01-18 03:12:37"
76,74.359,15.383176,360.895248,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/b560d31f-399c-45a9-97a3-d8053448289a,1,0,"2022-01-18 03:14:33","2022-01-18 03:14:33"
77,38.942,27.10452,355.367872,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/cd1924c4-7166-41aa-895e-1a619df6ebab,1,0,"2022-01-18 03:16:35","2022-01-18 03:16:35"
78,48.578,25.373968,355.914304,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/6ac4ceb6-1fd0-4d60-9682-4c5cb7866894,1,0,"2022-01-18 03:18:33","2022-01-18 03:18:33"
79,48.442,16.0078,359.283024,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/4fb07d91-c839-427c-8a6c-1089bb31acf7,1,0,"2022-01-18 03:20:38","2022-01-18 03:20:38"
80,45.978,17.836656,362.637144,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/2809c9d7-3f80-4af5-8bbf-f96863c3d0d8,1,0,"2022-01-18 03:22:30","2022-01-18 03:22:30"
81,41.592,25.464808,361.608928,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/2ba11dec-9552-4422-b764-268d2803825a,1,0,"2022-01-18 03:24:30","2022-01-18 03:24:30"
82,45.59,17.674736,356.80608,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/6005e88c-3cbb-4f4a-8bf5-aa0457ae60f4,1,0,"2022-01-18 03:26:34","2022-01-18 03:26:34"
83,42.872,29.034152,358.118496,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/28ba1b64-56f0-4556-a6cb-fd3c2041d22e,1,0,"2022-01-18 03:28:31","2022-01-18 03:28:31"
84,34.91,49.146512,367.757184,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/b624efb2-03f2-4381-b77d-b86ec5930588,1,0,"2022-01-18 03:30:35","2022-01-18 03:30:35"
85,38.565,37.376848,359.840176,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/7689809b-3f55-4059-be19-9f61c704fed0,1,0,"2022-01-18 03:32:35","2022-01-18 03:32:35"
86,46.31,54.465808,355.643216,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/37ad3a44-5240-4687-a255-edf2769f283b,1,0,"2022-01-18 03:34:32","2022-01-18 03:34:32"
87,28.041,90.174064,360.870888,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/43da940b-6adf-422a-b5aa-0c928a4472aa,1,0,"2022-01-18 03:36:31","2022-01-18 03:36:31"
88,30.158,69.7678,361.531208,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/94cf3d43-8f64-45d2-b1ef-4864911d8310,1,0,"2022-01-18 03:38:32","2022-01-18 03:38:32"
89,70.277,48.220352,359.66724,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/4bf42c6b-af2b-4b62-bcc9-3dfc26001c3e,1,0,"2022-01-18 03:40:29","2022-01-18 03:40:29"
90,58.939,139.321728,359.303432,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/53dcb0ac-b2b8-405d-b946-4a587d5bd71b,1,0,"2022-01-18 03:42:30","2022-01-18 03:42:30"
91,51.208,26.84452,358.092608,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/30dbd745-0b98-4f4f-aa01-391d1298116d,1,0,"2022-01-18 03:44:36","2022-01-18 03:44:36"
92,35.366,76.928544,358.553584,27031,"BELD Broadband",speedtest.beld.net:8080,https://www.speedtest.net/result/c/bc978af3-e8ae-4919-ba6d-f83fdf2df1ad,1,0,"2022-01-18 03:46:32","2022-01-18 03:46:32"
93,63.643,71.269952,356.617416,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/bed0d9ee-5ce0-4bbb-b7e5-4cb1e0b92635,1,0,"2022-01-18 03:48:39","2022-01-18 03:48:39"
94,16.375,143.071728,356.39164,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/e4e2bffa-55f1-4119-87cc-3fac71ec918b,1,0,"2022-01-18 03:50:29","2022-01-18 03:50:29"
95,7.903,178.57216,350.550312,29122,"i3 Broadband",speedtest.fullchannel.net:8080,https://www.speedtest.net/result/c/6e8400a7-79b6-4d54-8f71-1b8ee137ff2b,1,0,"2022-01-18 03:52:25","2022-01-18 03:52:25"
96,5.991,176.204208,354.465312,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/2036a8ed-8c92-4342-88e1-b9de2138a138,1,0,"2022-01-18 03:54:20","2022-01-18 03:54:20"
97,8.718,204.601192,357.81996,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/3eb25bc6-cb31-4672-85db-fe76670f8af5,1,0,"2022-01-18 03:56:26","2022-01-18 03:56:26"
98,7.676,189.717424,357.300048,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/58abfeb1-ce56-4379-80c5-6efc2538a551,1,0,"2022-01-18 03:58:22","2022-01-18 03:58:22"
99,7.681,242.996072,358.618872,12530,"Granite State Communications",gstnetworks.net:8080,https://www.speedtest.net/result/c/deec7a17-bb5f-4538-96d8-3a3f70ee2a1c,1,0,"2022-01-18 04:00:28","2022-01-18 04:00:28"
100,0.0,0.0,0.0,,,,,1,1,"2022-01-18 04:02:07","2022-01-18 04:02:07"
101,4.088,201.75616,354.812072,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/4709462b-1f2a-4afd-acb6-8b8f511d69a2,1,0,"2022-01-18 04:04:30","2022-01-18 04:04:30"
102,5.273,235.830504,357.986672,4981,SELCO,speedtest.townisp.com:8080,https://www.speedtest.net/result/c/add3575e-af86-4524-97a0-76a5cb038757,1,0,"2022-01-18 04:06:28","2022-01-18 04:06:28"
103,4.547,270.295728,356.776592,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/7d8bf4a6-337c-4ab2-9c68-f26e043fb22f,1,0,"2022-01-18 04:08:30","2022-01-18 04:08:30"
104,14.079,228.85848,356.787792,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/33ca27d8-0ce4-4526-b2a5-1f5f2a2ed1a6,1,0,"2022-01-18 04:10:27","2022-01-18 04:10:27"
105,4.148,296.024416,357.092496,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/363529db-c1d1-4431-aa96-b82a277cbc2d,1,0,"2022-01-18 04:12:31","2022-01-18 04:12:31"
106,3.848,264.53008,357.088848,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/bf789e42-3c0a-472a-9262-ae62c2dfc4ac,1,0,"2022-01-18 04:14:22","2022-01-18 04:14:22"
107,7.483,292.459768,357.060064,29122,"i3 Broadband",speedtest.fullchannel.net:8080,https://www.speedtest.net/result/c/3cd241d7-85eb-418f-a970-10c4ab7f28e1,1,0,"2022-01-18 04:16:31","2022-01-18 04:16:31"
108,5.721,305.243848,356.94844,4920,"Norwood Light Broadband",speedtest.norwoodlight.com:8080,https://www.speedtest.net/result/c/1a176c0e-3eec-4bf0-b48c-cc4437fc2027,1,0,"2022-01-18 04:18:30","2022-01-18 04:18:30"
109,4.546,225.839776,357.544792,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/eb65d528-0982-4900-88c0-3562e60d404e,1,0,"2022-01-18 04:20:26","2022-01-18 04:20:26"
110,4.924,216.08248,356.55416,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/b1330f73-378f-4602-af63-51a4f7a70b2a,1,0,"2022-01-18 04:22:25","2022-01-18 04:22:25"
111,5.12,204.858864,357.658288,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/3e3cc8ea-a148-4b0c-9dc7-c36cb7ecdb95,1,0,"2022-01-18 04:24:24","2022-01-18 04:24:24"
112,4.596,211.733584,356.391472,1774,Comcast,stosat-ndhm-01.sys.comcast.net:8080,https://www.speedtest.net/result/c/756b2be5-60bd-4119-84ff-a79dcd0fe17f,1,0,"2022-01-18 04:26:36","2022-01-18 04:26:36"
113,4.415,234.906832,356.581464,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/fb9d070e-bb05-487c-add6-536f77e9ff23,1,0,"2022-01-18 04:28:28","2022-01-18 04:28:28"
114,4.661,231.984544,356.974184,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/51e1d7ee-8340-42b5-9d15-6f669ee8ed41,1,0,"2022-01-18 04:30:21","2022-01-18 04:30:21"
115,4.051,233.632216,356.613712,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/32865fa8-1000-4724-9e73-6f399b38db0c,1,0,"2022-01-18 04:32:29","2022-01-18 04:32:29"
116,3.948,225.073648,356.517936,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/d2532ba1-d89c-403e-9952-ab30f8bd0fc1,1,0,"2022-01-18 04:34:27","2022-01-18 04:34:27"
117,4.33,262.105936,356.771208,25323,iboss,speedtest.bos01.infrastructure.iboss.cloud:8080,https://www.speedtest.net/result/c/264e5b19-b07d-402e-87da-6364aae1c958,1,0,"2022-01-18 04:36:31","2022-01-18 04:36:31"
